insert into graduacao values (1923539, 5);
insert into graduacao values (1923627, 86);
insert into graduacao values (1923628, 17);
insert into graduacao values (1923629, 76);
insert into graduacao values (1923630, 63);
insert into graduacao values (1923631, 78);
insert into graduacao values (1923632, 9);
insert into graduacao values (1923633, 75);
insert into graduacao values (1923634, 81);
insert into graduacao values (1923635, 65);
insert into graduacao values (1923636, 88);
insert into graduacao values (1923637, 63);
insert into graduacao values (1923638, 85);
insert into graduacao values (1923639, 90);
insert into graduacao values (1923640, 60);
insert into graduacao values (1923641, 3);
insert into graduacao values (1923642, 60);
insert into graduacao values (1923643, 17);
insert into graduacao values (1923644, 9);
insert into graduacao values (1923645, 37);
insert into graduacao values (1923646, 7);
insert into graduacao values (1923647, 89);
insert into graduacao values (1923648, 80);
insert into graduacao values (1923649, 61);
insert into graduacao values (1923650, 73);
insert into graduacao values (1923651, 32);
insert into graduacao values (1923652, 22);
insert into graduacao values (1923653, 71);
insert into graduacao values (1923654, 25);
insert into graduacao values (1923655, 32);
insert into graduacao values (1923656, 74);
insert into graduacao values (1923657, 55);
insert into graduacao values (1923658, 25);
insert into graduacao values (1923659, 33);
insert into graduacao values (1923660, 76);
insert into graduacao values (1923661, 67);
insert into graduacao values (1923662, 70);
insert into graduacao values (1923663, 47);
insert into graduacao values (1923664, 27);
insert into graduacao values (1923665, 74);
insert into graduacao values (1923666, 85);
insert into graduacao values (1923667, 48);
insert into graduacao values (1923668, 86);
insert into graduacao values (1923669, 89);
insert into graduacao values (1923670, 58);
insert into graduacao values (1923671, 51);
insert into graduacao values (1923672, 86);
insert into graduacao values (1923673, 40);
insert into graduacao values (1923674, 21);
insert into graduacao values (1923675, 79);
insert into graduacao values (1923676, 19);
insert into graduacao values (1923677, 19);
insert into graduacao values (1923678, 46);
insert into graduacao values (1923679, 33);
insert into graduacao values (1923680, 25);
insert into graduacao values (1923681, 31);
insert into graduacao values (1923682, 11);
insert into graduacao values (1923683, 22);
insert into graduacao values (1923684, 28);
insert into graduacao values (1923685, 86);
insert into graduacao values (1923686, 41);
insert into graduacao values (1923687, 99);
insert into graduacao values (1923688, 18);
insert into graduacao values (1923689, 23);
insert into graduacao values (1923690, 15);
insert into graduacao values (1923691, 82);
insert into graduacao values (1923692, 26);
insert into graduacao values (1923693, 75);
insert into graduacao values (1923694, 38);
insert into graduacao values (1923695, 13);
insert into graduacao values (1923696, 100);
insert into graduacao values (1923697, 83);
insert into graduacao values (1923698, 89);
insert into graduacao values (1923699, 14);
insert into graduacao values (1923700, 27);
insert into graduacao values (1923701, 44);
insert into graduacao values (1923702, 67);
insert into graduacao values (1923703, 23);
insert into graduacao values (1923704, 16);
insert into graduacao values (1923705, 3);
insert into graduacao values (1923706, 84);
insert into graduacao values (1923707, 5);
insert into graduacao values (1923708, 95);
insert into graduacao values (1923709, 79);
insert into graduacao values (1923710, 3);
insert into graduacao values (1923711, 72);
insert into graduacao values (1923712, 60);
insert into graduacao values (1923713, 70);
insert into graduacao values (1923714, 33);
insert into graduacao values (1923715, 84);
insert into graduacao values (1923716, 10);
insert into graduacao values (1923717, 4);
insert into graduacao values (1923718, 77);
insert into graduacao values (1923719, 84);
insert into graduacao values (1923720, 72);
insert into graduacao values (1923721, 20);
insert into graduacao values (1923722, 93);
insert into graduacao values (1923723, 89);
insert into graduacao values (1923724, 5);
insert into graduacao values (1923725, 13);
insert into graduacao values (1923726, 6);
insert into graduacao values (1923727, 56);
insert into graduacao values (1923728, 7);
insert into graduacao values (1923729, 70);
insert into graduacao values (1923730, 43);
insert into graduacao values (1923731, 64);
insert into graduacao values (1923732, 74);
insert into graduacao values (1923733, 99);
insert into graduacao values (1923734, 28);
insert into graduacao values (1923735, 67);
insert into graduacao values (1923736, 90);
insert into graduacao values (1923737, 42);
insert into graduacao values (1923738, 9);
insert into graduacao values (1923739, 93);
insert into graduacao values (1923740, 7);
insert into graduacao values (1923741, 12);
insert into graduacao values (1923742, 1);
insert into graduacao values (1923743, 19);
insert into graduacao values (1923744, 71);
insert into graduacao values (1923745, 76);
insert into graduacao values (1923746, 68);
insert into graduacao values (1923747, 84);
insert into graduacao values (1923748, 73);
insert into graduacao values (1923749, 53);
insert into graduacao values (1923750, 8);
insert into graduacao values (1923751, 28);
insert into graduacao values (1923752, 83);
insert into graduacao values (1923753, 65);
insert into graduacao values (1923754, 33);
insert into graduacao values (1923755, 45);
insert into graduacao values (1923756, 58);
insert into graduacao values (1923757, 13);
insert into graduacao values (1923758, 80);
insert into graduacao values (1923759, 63);
insert into graduacao values (1923760, 96);
insert into graduacao values (1923761, 87);
insert into graduacao values (1923762, 15);
insert into graduacao values (1923763, 80);
insert into graduacao values (1923764, 78);
insert into graduacao values (1923765, 2);
insert into graduacao values (1923766, 48);
insert into graduacao values (1923767, 3);
insert into graduacao values (1923768, 47);
insert into graduacao values (1923769, 69);
insert into graduacao values (1923770, 17);
insert into graduacao values (1923771, 24);
insert into graduacao values (1923772, 20);
insert into graduacao values (1923773, 13);
insert into graduacao values (1923774, 78);
insert into graduacao values (1923775, 67);
insert into graduacao values (1923776, 15);
insert into graduacao values (1923777, 24);
insert into graduacao values (1923778, 76);
insert into graduacao values (1923779, 2);
insert into graduacao values (1923780, 72);
insert into graduacao values (1923781, 16);
insert into graduacao values (1923782, 99);
insert into graduacao values (1923783, 94);
insert into graduacao values (1923784, 26);
insert into graduacao values (1923785, 52);
insert into graduacao values (1923786, 23);
insert into graduacao values (1923787, 70);
insert into graduacao values (1923788, 53);
insert into graduacao values (1923789, 90);
insert into graduacao values (1923790, 72);
insert into graduacao values (1923791, 68);
insert into graduacao values (1923792, 75);
insert into graduacao values (1923793, 99);
insert into graduacao values (1923794, 4);
insert into graduacao values (1923795, 33);
insert into graduacao values (1923796, 91);
insert into graduacao values (1923797, 57);
insert into graduacao values (1923798, 31);
insert into graduacao values (1923799, 72);
insert into graduacao values (1923800, 13);
insert into graduacao values (1923801, 95);
insert into graduacao values (1923802, 82);
insert into graduacao values (1923803, 69);
insert into graduacao values (1923804, 97);
insert into graduacao values (1923805, 67);
insert into graduacao values (1923806, 27);
insert into graduacao values (1923807, 60);
insert into graduacao values (1923808, 7);
insert into graduacao values (1923809, 26);
insert into graduacao values (1923810, 38);
insert into graduacao values (1923811, 46);
insert into graduacao values (1923812, 81);
insert into graduacao values (1923813, 5);
insert into graduacao values (1923814, 2);
insert into graduacao values (1923815, 2);
insert into graduacao values (1923816, 27);
insert into graduacao values (1923817, 21);
insert into graduacao values (1923818, 2);
insert into graduacao values (1923819, 97);
insert into graduacao values (1923820, 44);
insert into graduacao values (1923821, 24);
insert into graduacao values (1923822, 74);
insert into graduacao values (1923823, 2);
insert into graduacao values (1923824, 44);
insert into graduacao values (1923825, 21);
insert into graduacao values (1923826, 52);
insert into graduacao values (1923827, 33);
insert into graduacao values (1923828, 65);
insert into graduacao values (1923829, 50);
insert into graduacao values (1923830, 42);
insert into graduacao values (1923831, 50);
insert into graduacao values (1923832, 86);
insert into graduacao values (1923833, 91);
insert into graduacao values (1923834, 8);
insert into graduacao values (1923835, 79);
insert into graduacao values (1923836, 62);
insert into graduacao values (1923837, 40);
insert into graduacao values (1923838, 59);
insert into graduacao values (1923839, 56);
insert into graduacao values (1923840, 83);
insert into graduacao values (1923841, 15);
insert into graduacao values (1923842, 89);
insert into graduacao values (1923843, 44);
insert into graduacao values (1923844, 49);
insert into graduacao values (1923845, 77);
insert into graduacao values (1923846, 19);
insert into graduacao values (1923847, 83);
insert into graduacao values (1923848, 78);
insert into graduacao values (1923849, 38);
insert into graduacao values (1923850, 80);
insert into graduacao values (1923851, 45);
insert into graduacao values (1923852, 12);
insert into graduacao values (1923853, 29);
insert into graduacao values (1923854, 15);
insert into graduacao values (1923855, 71);
insert into graduacao values (1923856, 99);
insert into graduacao values (1923857, 11);
insert into graduacao values (1923858, 9);
insert into graduacao values (1923859, 62);
insert into graduacao values (1923860, 90);
insert into graduacao values (1923861, 60);
insert into graduacao values (1923862, 13);
insert into graduacao values (1923863, 86);
insert into graduacao values (1923864, 44);
insert into graduacao values (1923865, 75);
insert into graduacao values (1923866, 100);
insert into graduacao values (1923867, 51);
insert into graduacao values (1923868, 86);
insert into graduacao values (1923869, 39);
insert into graduacao values (1923870, 8);
insert into graduacao values (1923871, 45);
insert into graduacao values (1923872, 6);
insert into graduacao values (1923873, 76);
insert into graduacao values (1923874, 84);
insert into graduacao values (1923875, 93);
insert into graduacao values (1923876, 92);
insert into graduacao values (1923877, 99);
insert into graduacao values (1923878, 29);
insert into graduacao values (1923879, 79);
insert into graduacao values (1923880, 28);
insert into graduacao values (1923881, 8);
insert into graduacao values (1923882, 70);
insert into graduacao values (1923883, 80);
insert into graduacao values (1923884, 100);
insert into graduacao values (1923885, 75);
insert into graduacao values (1923886, 35);
insert into graduacao values (1923887, 99);
insert into graduacao values (1923888, 30);
insert into graduacao values (1923889, 46);
insert into graduacao values (1923890, 41);
insert into graduacao values (1923891, 34);
insert into graduacao values (1923892, 64);
insert into graduacao values (1923893, 83);
insert into graduacao values (1923894, 74);
insert into graduacao values (1923895, 3);
insert into graduacao values (1923896, 73);
insert into graduacao values (1923897, 98);
insert into graduacao values (1923898, 26);
insert into graduacao values (1923899, 78);
insert into graduacao values (1923900, 38);
insert into graduacao values (1923901, 28);
insert into graduacao values (1923902, 72);
insert into graduacao values (1923903, 4);
insert into graduacao values (1923904, 40);
insert into graduacao values (1923905, 5);
insert into graduacao values (1923906, 69);
insert into graduacao values (1923907, 79);
insert into graduacao values (1923908, 66);
insert into graduacao values (1923909, 45);
insert into graduacao values (1923910, 95);
insert into graduacao values (1923911, 32);
insert into graduacao values (1923912, 75);
insert into graduacao values (1923913, 84);
insert into graduacao values (1923914, 27);
insert into graduacao values (1923915, 79);
insert into graduacao values (1923916, 79);
insert into graduacao values (1923917, 48);
insert into graduacao values (1923918, 70);
insert into graduacao values (1923919, 52);
insert into graduacao values (1923920, 86);
insert into graduacao values (1923921, 67);
insert into graduacao values (1923922, 50);
insert into graduacao values (1923923, 49);
insert into graduacao values (1923924, 61);
insert into graduacao values (1923925, 82);
insert into graduacao values (1923926, 52);
insert into graduacao values (1923927, 19);
insert into graduacao values (1923928, 66);
insert into graduacao values (1923929, 41);
insert into graduacao values (1923930, 12);
insert into graduacao values (1923931, 69);
insert into graduacao values (1923932, 75);
insert into graduacao values (1923933, 72);
insert into graduacao values (1923934, 5);
insert into graduacao values (1923935, 42);
insert into graduacao values (1923936, 96);
insert into graduacao values (1923937, 30);
insert into graduacao values (1923938, 38);
insert into graduacao values (1923939, 64);
insert into graduacao values (1923940, 58);
insert into graduacao values (1923941, 5);
insert into graduacao values (1923942, 63);
insert into graduacao values (1923943, 30);
insert into graduacao values (1923944, 49);
insert into graduacao values (1923945, 27);
insert into graduacao values (1923946, 73);
insert into graduacao values (1923947, 51);
insert into graduacao values (1923948, 72);
insert into graduacao values (1923949, 94);
insert into graduacao values (1923950, 24);
insert into graduacao values (1923951, 65);
insert into graduacao values (1923952, 13);
insert into graduacao values (1923953, 54);
insert into graduacao values (1923954, 54);
insert into graduacao values (1923955, 82);
insert into graduacao values (1923956, 64);
insert into graduacao values (1923957, 76);
insert into graduacao values (1923958, 95);
insert into graduacao values (1923959, 25);
insert into graduacao values (1923960, 12);
insert into graduacao values (1923961, 70);
insert into graduacao values (1923962, 19);
insert into graduacao values (1923963, 83);
insert into graduacao values (1923964, 23);
insert into graduacao values (1923965, 48);
insert into graduacao values (1923966, 96);
insert into graduacao values (1923967, 43);
insert into graduacao values (1923968, 29);
insert into graduacao values (1923969, 89);
insert into graduacao values (1923970, 16);
insert into graduacao values (1923971, 84);
insert into graduacao values (1923972, 72);
insert into graduacao values (1923973, 99);
insert into graduacao values (1923974, 98);
insert into graduacao values (1923975, 83);
insert into graduacao values (1923976, 31);
insert into graduacao values (1923977, 3);
insert into graduacao values (1923978, 65);
insert into graduacao values (1923979, 38);
insert into graduacao values (1923980, 18);
insert into graduacao values (1923981, 20);
insert into graduacao values (1923982, 3);
insert into graduacao values (1923983, 50);
insert into graduacao values (1923984, 100);
insert into graduacao values (1923985, 3);
insert into graduacao values (1923986, 37);
insert into graduacao values (1923987, 8);
insert into graduacao values (1923988, 52);
insert into graduacao values (1923989, 23);
insert into graduacao values (1923990, 40);
insert into graduacao values (1923991, 85);
insert into graduacao values (1923992, 35);
insert into graduacao values (1923993, 68);
insert into graduacao values (1923994, 7);
insert into graduacao values (1923995, 92);
insert into graduacao values (1923996, 42);
insert into graduacao values (1923997, 65);
insert into graduacao values (1923998, 15);
insert into graduacao values (1923999, 1);
insert into graduacao values (1924000, 64);
insert into graduacao values (1924001, 51);
insert into graduacao values (1924002, 66);
insert into graduacao values (1924003, 89);
insert into graduacao values (1924004, 13);
insert into graduacao values (1924005, 41);
insert into graduacao values (1924006, 41);
insert into graduacao values (1924007, 63);
insert into graduacao values (1924008, 48);
insert into graduacao values (1924009, 96);
insert into graduacao values (1924010, 85);
insert into graduacao values (1924011, 23);
insert into graduacao values (1924012, 90);
insert into graduacao values (1924013, 5);
insert into graduacao values (1924014, 41);
insert into graduacao values (1924015, 83);
insert into graduacao values (1924016, 97);
insert into graduacao values (1924017, 43);
insert into graduacao values (1924018, 86);
insert into graduacao values (1924019, 95);
insert into graduacao values (1924020, 59);
insert into graduacao values (1924021, 97);
insert into graduacao values (1924022, 16);
insert into graduacao values (1924023, 40);
insert into graduacao values (1924024, 16);
insert into graduacao values (1924025, 46);
insert into graduacao values (1924026, 23);
insert into graduacao values (1924027, 3);
insert into graduacao values (1924028, 4);
insert into graduacao values (1924029, 100);
insert into graduacao values (1924030, 64);
insert into graduacao values (1924031, 13);
insert into graduacao values (1924032, 14);
insert into graduacao values (1924033, 40);
insert into graduacao values (1924034, 30);
insert into graduacao values (1924035, 9);
insert into graduacao values (1924036, 81);
insert into graduacao values (1924037, 9);
insert into graduacao values (1924038, 41);
insert into graduacao values (1924039, 90);
insert into graduacao values (1924040, 40);
insert into graduacao values (1924041, 50);
insert into graduacao values (1924042, 5);
insert into graduacao values (1924043, 86);
insert into graduacao values (1924044, 66);
insert into graduacao values (1924045, 56);
insert into graduacao values (1924046, 33);
insert into graduacao values (1924047, 27);
insert into graduacao values (1924048, 68);
insert into graduacao values (1924049, 43);
insert into graduacao values (1924050, 3);
insert into graduacao values (1924051, 45);
insert into graduacao values (1924052, 10);
insert into graduacao values (1924053, 59);
insert into graduacao values (1924054, 83);
insert into graduacao values (1924055, 93);
insert into graduacao values (1924056, 90);
insert into graduacao values (1924057, 69);
insert into graduacao values (1924058, 49);
insert into graduacao values (1924059, 98);
insert into graduacao values (1924060, 75);
insert into graduacao values (1924061, 61);
insert into graduacao values (1924062, 82);
insert into graduacao values (1924063, 79);
insert into graduacao values (1924064, 55);
insert into graduacao values (1924065, 56);
insert into graduacao values (1924066, 61);
insert into graduacao values (1924067, 13);
insert into graduacao values (1924068, 98);
insert into graduacao values (1924069, 85);
insert into graduacao values (1924070, 28);
insert into graduacao values (1924071, 61);
insert into graduacao values (1924072, 95);
insert into graduacao values (1924073, 23);
insert into graduacao values (1924074, 74);
insert into graduacao values (1924075, 57);
insert into graduacao values (1924076, 20);
insert into graduacao values (1924077, 40);
insert into graduacao values (1924078, 12);
insert into graduacao values (1924079, 12);
insert into graduacao values (1924080, 23);
insert into graduacao values (1924081, 94);
insert into graduacao values (1924082, 39);
insert into graduacao values (1924083, 20);
insert into graduacao values (1924084, 95);
insert into graduacao values (1924085, 19);
insert into graduacao values (1924086, 89);
insert into graduacao values (1924087, 16);
insert into graduacao values (1924088, 20);
insert into graduacao values (1924089, 30);
insert into graduacao values (1924090, 57);
insert into graduacao values (1924091, 23);
insert into graduacao values (1924092, 66);
insert into graduacao values (1924093, 48);
insert into graduacao values (1924094, 7);
insert into graduacao values (1924095, 48);
insert into graduacao values (1924096, 10);
insert into graduacao values (1924097, 62);
insert into graduacao values (1924098, 12);
insert into graduacao values (1924099, 88);
insert into graduacao values (1924100, 57);
insert into graduacao values (1924101, 65);
insert into graduacao values (1924102, 76);
insert into graduacao values (1924103, 53);
insert into graduacao values (1924104, 63);
insert into graduacao values (1924105, 66);
insert into graduacao values (1924106, 47);
insert into graduacao values (1924107, 98);
insert into graduacao values (1924108, 25);
insert into graduacao values (1924109, 73);
insert into graduacao values (1924110, 95);
insert into graduacao values (1924111, 68);
insert into graduacao values (1924112, 22);
insert into graduacao values (1924113, 19);
insert into graduacao values (1924114, 48);
insert into graduacao values (1924115, 53);
insert into graduacao values (1924116, 71);
insert into graduacao values (1924117, 69);
insert into graduacao values (1924118, 60);
insert into graduacao values (1924119, 88);
insert into graduacao values (1924120, 23);
insert into graduacao values (1924121, 60);
insert into graduacao values (1924122, 93);
insert into graduacao values (1924123, 99);
insert into graduacao values (1924124, 24);
insert into graduacao values (1924125, 80);
insert into graduacao values (1924126, 71);
insert into graduacao values (1924127, 62);
insert into graduacao values (1924128, 61);
insert into graduacao values (1924129, 29);
insert into graduacao values (1924130, 19);
insert into graduacao values (1924131, 77);
insert into graduacao values (1924132, 43);
insert into graduacao values (1924133, 7);
insert into graduacao values (1924134, 92);
insert into graduacao values (1924135, 97);
insert into graduacao values (1924136, 87);
insert into graduacao values (1924137, 85);
insert into graduacao values (1924138, 31);
insert into graduacao values (1924139, 81);
insert into graduacao values (1924140, 1);
insert into graduacao values (1924141, 65);
insert into graduacao values (1924142, 35);
insert into graduacao values (1924143, 17);
insert into graduacao values (1924144, 55);
insert into graduacao values (1924145, 30);
insert into graduacao values (1924146, 11);
insert into graduacao values (1924147, 53);
insert into graduacao values (1924148, 61);
insert into graduacao values (1924149, 97);
insert into graduacao values (1924150, 53);
insert into graduacao values (1924151, 94);
insert into graduacao values (1924152, 30);
insert into graduacao values (1924153, 53);
insert into graduacao values (1924154, 52);
insert into graduacao values (1924155, 49);
insert into graduacao values (1924156, 96);
insert into graduacao values (1924157, 14);
insert into graduacao values (1924158, 76);
insert into graduacao values (1924159, 80);
insert into graduacao values (1924160, 34);
insert into graduacao values (1924161, 26);
insert into graduacao values (1924162, 82);
insert into graduacao values (1924163, 46);
insert into graduacao values (1924164, 28);
insert into graduacao values (1924165, 81);
insert into graduacao values (1924166, 21);
insert into graduacao values (1924167, 8);
insert into graduacao values (1924168, 39);
insert into graduacao values (1924169, 71);
insert into graduacao values (1924170, 12);
insert into graduacao values (1924171, 51);
insert into graduacao values (1924172, 99);
insert into graduacao values (1924173, 62);
insert into graduacao values (1924174, 28);
insert into graduacao values (1924175, 86);
insert into graduacao values (1924176, 7);
insert into graduacao values (1924177, 33);
insert into graduacao values (1924178, 59);
insert into graduacao values (1924179, 3);
insert into graduacao values (1924180, 93);
insert into graduacao values (1924181, 23);
insert into graduacao values (1924182, 35);
insert into graduacao values (1924183, 29);
insert into graduacao values (1924184, 57);
insert into graduacao values (1924185, 53);
insert into graduacao values (1924186, 56);
insert into graduacao values (1924187, 11);
insert into graduacao values (1924188, 73);
insert into graduacao values (1924189, 19);
insert into graduacao values (1924190, 70);
insert into graduacao values (1924191, 57);
insert into graduacao values (1924192, 9);
insert into graduacao values (1924193, 83);
insert into graduacao values (1924194, 98);
insert into graduacao values (1924195, 29);
insert into graduacao values (1924196, 42);
insert into graduacao values (1924197, 8);
insert into graduacao values (1924198, 53);
insert into graduacao values (1924199, 27);
insert into graduacao values (1924200, 24);
insert into graduacao values (1924201, 67);
insert into graduacao values (1924202, 8);
insert into graduacao values (1924203, 33);
insert into graduacao values (1924204, 24);
insert into graduacao values (1924205, 51);
insert into graduacao values (1924206, 63);
insert into graduacao values (1924207, 65);
insert into graduacao values (1924208, 56);
insert into graduacao values (1924209, 33);
insert into graduacao values (1924210, 37);
insert into graduacao values (1924211, 13);
insert into graduacao values (1924212, 40);
insert into graduacao values (1924213, 66);
insert into graduacao values (1924214, 16);
insert into graduacao values (1924215, 95);
insert into graduacao values (1924216, 92);
insert into graduacao values (1924217, 44);
insert into graduacao values (1924218, 12);
insert into graduacao values (1924219, 45);
insert into graduacao values (1924220, 50);
insert into graduacao values (1924221, 58);
insert into graduacao values (1924222, 57);
insert into graduacao values (1924223, 91);
insert into graduacao values (1924224, 40);
insert into graduacao values (1924225, 17);
insert into graduacao values (1924226, 33);
insert into graduacao values (1924227, 86);
insert into graduacao values (1924228, 88);
insert into graduacao values (1924229, 8);
insert into graduacao values (1924230, 40);
insert into graduacao values (1924231, 24);
insert into graduacao values (1924232, 4);
insert into graduacao values (1924233, 91);
insert into graduacao values (1924234, 97);
insert into graduacao values (1924235, 58);
insert into graduacao values (1924236, 44);
insert into graduacao values (1924237, 72);
insert into graduacao values (1924238, 60);
insert into graduacao values (1924239, 19);
insert into graduacao values (1924240, 72);
insert into graduacao values (1924241, 12);
insert into graduacao values (1924242, 3);
insert into graduacao values (1924243, 35);
insert into graduacao values (1924244, 92);
insert into graduacao values (1924245, 12);
insert into graduacao values (1924246, 97);
insert into graduacao values (1924247, 93);
insert into graduacao values (1924248, 97);
insert into graduacao values (1924249, 25);
insert into graduacao values (1924250, 26);
insert into graduacao values (1924251, 32);
insert into graduacao values (1924252, 89);
insert into graduacao values (1924253, 10);
insert into graduacao values (1924254, 49);
insert into graduacao values (1924255, 41);
insert into graduacao values (1924256, 63);
insert into graduacao values (1924257, 72);
insert into graduacao values (1924258, 56);
insert into graduacao values (1924259, 77);
insert into graduacao values (1924260, 36);
insert into graduacao values (1924261, 88);
insert into graduacao values (1924262, 21);
insert into graduacao values (1924263, 28);
insert into graduacao values (1924264, 26);
insert into graduacao values (1924265, 39);
insert into graduacao values (1924266, 80);
insert into graduacao values (1924267, 18);
insert into graduacao values (1924268, 42);
insert into graduacao values (1924269, 91);
insert into graduacao values (1924270, 46);
insert into graduacao values (1924271, 82);
insert into graduacao values (1924272, 46);
insert into graduacao values (1924273, 86);
insert into graduacao values (1924274, 42);
insert into graduacao values (1924275, 37);
insert into graduacao values (1924276, 76);
insert into graduacao values (1924277, 49);
insert into graduacao values (1924278, 80);
insert into graduacao values (1924279, 10);
insert into graduacao values (1924280, 64);
insert into graduacao values (1924281, 84);
insert into graduacao values (1924282, 54);
insert into graduacao values (1924283, 8);
insert into graduacao values (1924284, 26);
insert into graduacao values (1924285, 10);
insert into graduacao values (1924286, 33);
insert into graduacao values (1924287, 67);
insert into graduacao values (1924288, 67);
insert into graduacao values (1924289, 6);
insert into graduacao values (1924290, 14);
insert into graduacao values (1924291, 69);
insert into graduacao values (1924292, 72);
insert into graduacao values (1924293, 17);
insert into graduacao values (1924294, 16);
insert into graduacao values (1924295, 88);
insert into graduacao values (1924296, 57);
insert into graduacao values (1924297, 32);
insert into graduacao values (1924298, 26);
insert into graduacao values (1924299, 3);
insert into graduacao values (1924300, 4);
insert into graduacao values (1924301, 93);
insert into graduacao values (1924302, 36);
insert into graduacao values (1924303, 5);
insert into graduacao values (1924304, 70);
insert into graduacao values (1924305, 92);
insert into graduacao values (1924306, 82);
insert into graduacao values (1924307, 29);
insert into graduacao values (1924308, 82);
insert into graduacao values (1924309, 47);
insert into graduacao values (1924310, 99);
insert into graduacao values (1924311, 66);
insert into graduacao values (1924312, 64);
insert into graduacao values (1924313, 10);
insert into graduacao values (1924314, 63);
insert into graduacao values (1924315, 55);
insert into graduacao values (1924316, 38);
insert into graduacao values (1924317, 99);
insert into graduacao values (1924318, 66);
insert into graduacao values (1924319, 43);
insert into graduacao values (1924320, 44);
insert into graduacao values (1924321, 35);
insert into graduacao values (1924322, 6);
insert into graduacao values (1924323, 80);
insert into graduacao values (1924324, 4);
insert into graduacao values (1924325, 95);
insert into graduacao values (1924326, 57);
insert into graduacao values (1924327, 87);
insert into graduacao values (1924328, 94);
insert into graduacao values (1924329, 18);
insert into graduacao values (1924330, 60);
insert into graduacao values (1924331, 69);
insert into graduacao values (1924332, 58);
insert into graduacao values (1924333, 27);
insert into graduacao values (1924334, 36);
insert into graduacao values (1924335, 92);
insert into graduacao values (1924336, 40);
insert into graduacao values (1924337, 49);
insert into graduacao values (1924338, 92);
insert into graduacao values (1924339, 95);
insert into graduacao values (1924340, 19);
insert into graduacao values (1924341, 9);
insert into graduacao values (1924342, 80);
insert into graduacao values (1924343, 90);
insert into graduacao values (1924344, 62);
insert into graduacao values (1924345, 72);
insert into graduacao values (1924346, 24);
insert into graduacao values (1924347, 21);
insert into graduacao values (1924348, 56);
insert into graduacao values (1924349, 53);
insert into graduacao values (1924350, 32);
insert into graduacao values (1924351, 91);
insert into graduacao values (1924352, 77);
insert into graduacao values (1924353, 87);
insert into graduacao values (1924354, 97);
insert into graduacao values (1924355, 4);
insert into graduacao values (1924356, 15);
insert into graduacao values (1924357, 26);
insert into graduacao values (1924358, 53);
insert into graduacao values (1924359, 73);
insert into graduacao values (1924360, 42);
